drugbank-id,identifier,resource
APRD00948,135679,ChemSpider
APRD00948,PA164784025,PharmGKB
APRD00948,DAP000697,Therapeutic Targets Database
APRD00948,Entecavir,Wikipedia
APRD00948,CHEMBL713,ChEMBL
APRD00513,7610,Drugs Product Database (DPD)
APRD00513,7603,Drugs Product Database (DPD)
APRD00513,7606,Drugs Product Database (DPD)
APRD00513,13244,Drugs Product Database (DPD)
APRD00513,7608,Drugs Product Database (DPD)
APRD00513,20081,Drugs Product Database (DPD)
APRD00513,3077,ChEBI
APRD00513,9782,PubChem Compound
APRD00513,46505155,PubChem Substance
APRD00513,D00244,KEGG Drug
APRD00513,9399,ChemSpider
APRD00513,73823,BindingDB
APRD00513,PA164754818,PharmGKB
APRD00513,DAP001043,Therapeutic Targets Database
APRD00513,Betamethasone,Wikipedia
APRD00513,CHEMBL632,ChEMBL
APRD00649,1924,Drugs Product Database (DPD)
APRD00649,452548,PubChem Compound
APRD00649,46507536,PubChem Substance
APRD00649,C11153,KEGG Compound
APRD00649,D02698,KEGG Drug
APRD00649,398606,ChemSpider
APRD00649,PA451611,PharmGKB
APRD00649,9TP,PDB
APRD00649,DAP000651,Therapeutic Targets Database
APRD00649,Teniposide,Wikipedia
APRD00649,CHEMBL452231,ChEMBL
APRD00361,20259,Drugs Product Database (DPD)
APRD00361,47898,ChEBI
APRD00361,41867,PubChem Compound
APRD00361,46507282,PubChem Substance
APRD00361,C11230,KEGG Compound
APRD00361,38201,ChemSpider
APRD00361,43839,BindingDB
APRD00361,PA449476,PharmGKB
APRD00361,DAP000193,Therapeutic Targets Database
APRD00361,Epirubicin,Wikipedia
APRD00361,CHEMBL417,ChEMBL
EXPT00942,16112,Drugs Product Database (DPD)
EXPT00942,8578,Drugs Product Database (DPD)
EXPT00942,17698,ChEBI
EXPT00942,5959,PubChem Compound
EXPT00942,46505318,PubChem Substance
EXPT00942,C00918,KEGG Compound
EXPT00942,D00104,KEGG Drug
EXPT00942,5744,ChemSpider
EXPT00942,50028502,BindingDB
EXPT00942,PA448927,PharmGKB
EXPT00942,CLM,PDB
EXPT00942,DAP001356,Therapeutic Targets Database
EXPT00942,Chloramphenicol,Wikipedia
EXPT00942,CHEMBL130,ChEMBL
APRD01077,47544,ChEBI
APRD01077,5284585,PubChem Compound
APRD01077,46506369,PubChem Substance
APRD01077,C08109,KEGG Compound
APRD01077,D00916,KEGG Drug
APRD01077,4447635,ChemSpider
APRD01077,PA164754806,PharmGKB
APRD01077,DAP000434,Therapeutic Targets Database
APRD01077,Loracarbef,Wikipedia
APRD01077,CHEMBL1013,ChEMBL
APRD00077,180,Drugs Product Database (DPD)
APRD00077,6375,ChEBI
APRD00077,3883,PubChem Compound
APRD00077,46508975,PubChem Substance
APRD00077,D00355,KEGG Drug
APRD00077,3746,ChemSpider
APRD00077,47032,BindingDB
APRD00077,PA450180,PharmGKB
APRD00077,DAP000725,Therapeutic Targets Database
APRD00077,Lansoprazole,Wikipedia
APRD00077,CHEMBL480,ChEMBL
APRD00930,1239,Drugs Product Database (DPD)
APRD00930,8913,Drugs Product Database (DPD)
APRD00930,4646,ChEBI
APRD00930,3105,PubChem Compound
APRD00930,46504716,PubChem Substance
APRD00930,C06963,KEGG Compound
APRD00930,D02349,KEGG Drug
APRD00930,2994,ChemSpider
APRD00930,PA449364,PharmGKB
APRD00930,DAP000593,Therapeutic Targets Database
APRD00930,Dipivefrin,Wikipedia
APRD00930,CHEMBL1201262,ChEMBL
APRD00939,10123,Drugs Product Database (DPD)
APRD00939,4717,ChEBI
APRD00939,3168,PubChem Compound
APRD00939,46505291,PubChem Substance
APRD00939,D00308,KEGG Drug
APRD00939,3056,ChemSpider
APRD00939,50017705,BindingDB
APRD00939,PA449422,PharmGKB
APRD00939,DAP000412,Therapeutic Targets Database
APRD00939,Droperidol,Wikipedia
APRD00939,CHEMBL1108,ChEMBL
EXPT02993,5325,Drugs Product Database (DPD)
EXPT02993,18332,ChEBI
EXPT02993,5819,PubChem Compound
EXPT02993,46507672,PubChem Substance
EXPT02993,C01829,KEGG Compound
EXPT02993,D08125,KEGG Drug
EXPT02993,5614,ChemSpider
EXPT02993,50301375,BindingDB
EXPT02993,PA450221,PharmGKB
EXPT02993,T44,PDB
EXPT02993,DAP000083,Therapeutic Targets Database
EXPT02993,2635,IUPHAR
EXPT02993,2635,Guide to Pharmacology
EXPT02993,Levothyroxine,Wikipedia
EXPT02993,CHEMBL1624,ChEMBL
APRD00618,8626,Drugs Product Database (DPD)
APRD00618,8628,Drugs Product Database (DPD)
APRD00618,7508,ChEBI
APRD00618,8378,PubChem Compound
APRD00618,46508892,PubChem Substance
APRD00618,C01737,KEGG Compound
APRD00618,8075,ChemSpider
APRD00618,19,BindingDB
APRD00618,PA164743181,PharmGKB
APRD00618,NMY,PDB
APRD00618,DNC001005,Therapeutic Targets Database
APRD00618,Framycetin,Wikipedia
APRD00618,CHEMBL184618,ChEMBL
APRD00343,59589,ChEBI
APRD00343,54680675,PubChem Compound
APRD00343,46505301,PubChem Substance
APRD00343,D06885,KEGG Drug
APRD00343,21251443,ChemSpider
APRD00343,PA164771235,PharmGKB
APRD00343,DAP000882,Therapeutic Targets Database
APRD00343,Clomocycline,Wikipedia
APRD00343,CHEMBL2106071,ChEMBL
APRD00074,9118,Drugs Product Database (DPD)
APRD00074,11358,Drugs Product Database (DPD)
APRD00074,6754,ChEBI
APRD00074,4058,PubChem Compound
APRD00074,46506899,PubChem Substance
APRD00074,C07128,KEGG Compound
APRD00074,D08343,KEGG Drug
APRD00074,3918,ChemSpider
APRD00074,50026752,BindingDB
APRD00074,PA450369,PharmGKB
APRD00074,DAP000230,Therapeutic Targets Database
APRD00074,Meperidine,Wikipedia
APRD00074,CHEMBL607,ChEMBL
APRD00384,1299,Drugs Product Database (DPD)
APRD00384,6538,ChEBI
APRD00384,3957,PubChem Compound
APRD00384,46507853,PubChem Substance
APRD00384,D00364,KEGG Drug
APRD00384,3820,ChemSpider
APRD00384,22876,BindingDB
APRD00384,PA450266,PharmGKB
APRD00384,DAP000101,Therapeutic Targets Database
APRD00384,Loratadine,Wikipedia
APRD00384,CHEMBL998,ChEMBL
EXPT00946,8471,Drugs Product Database (DPD)
EXPT00946,8472,Drugs Product Database (DPD)
EXPT00946,124991,ChEBI
EXPT00946,6024,PubChem Compound
EXPT00946,46509079,PubChem Substance
EXPT00946,C07761,KEGG Compound
EXPT00946,5802,ChemSpider
EXPT00946,82898,BindingDB
EXPT00946,PA448886,PharmGKB
EXPT00946,CLS,PDB
EXPT00946,DAP000155,Therapeutic Targets Database
EXPT00946,Cefalotin,Wikipedia
EXPT00946,CHEMBL617,ChEMBL
APRD00020,11108,Drugs Product Database (DPD)
APRD00020,2193,Drugs Product Database (DPD)
APRD00020,8364,ChEBI
APRD00020,4893,PubChem Compound
APRD00020,46508594,PubChem Substance
APRD00020,C07368,KEGG Compound
APRD00020,4724,ChemSpider
APRD00020,29568,BindingDB
APRD00020,PA451093,PharmGKB
APRD00020,XRA,PDB
APRD00020,DAP000300,Therapeutic Targets Database
APRD00020,503,IUPHAR
APRD00020,503,Guide to Pharmacology
APRD00020,Prazosin,Wikipedia
APRD00020,CHEMBL2,ChEMBL
DB08002,9267,Drugs Product Database (DPD)
DB08002,47499,ChEBI
DB08002,3696,PubChem Compound
DB08002,46507351,PubChem Substance
DB08002,C07049,KEGG Compound
DB08002,3568,ChemSpider
DB08002,50010859,BindingDB
DB08002,PA449969,PharmGKB
DB08002,IXX,PDB
DB08002,DAP001154,Therapeutic Targets Database
DB08002,357,IUPHAR
DB08002,357,Guide to Pharmacology
DB08002,Imipramine,Wikipedia
DB08002,CHEMBL11,ChEMBL
APRD00778,1209,Drugs Product Database (DPD)
APRD00778,50173,ChEBI
APRD00778,5284513,PubChem Compound
APRD00778,46509178,PubChem Substance
APRD00778,D02754,KEGG Drug
APRD00778,4447573,ChemSpider
APRD00778,50088429,BindingDB
APRD00778,PA448039,PharmGKB
APRD00778,DAP000743,Therapeutic Targets Database
APRD00778,Acitretin,Wikipedia
APRD00778,CHEMBL1131,ChEMBL
APRD01290,11996,Drugs Product Database (DPD)
APRD01290,5362420,PubChem Compound
APRD01290,46506236,PubChem Substance
APRD01290,D01162,KEGG Drug
APRD01290,4515032,ChemSpider
APRD01290,PA451871,PharmGKB
APRD01290,Verteporfin,Wikipedia
APRD01290,CHEMBL2052016,ChEMBL
APRD01128,946,Drugs Product Database (DPD)
APRD01128,7443,ChEBI
APRD01128,4409,PubChem Compound
APRD01128,46507729,PubChem Substance
APRD01128,D00425,KEGG Drug
APRD01128,4256,ChemSpider
APRD01128,40128,BindingDB
APRD01128,PA450572,PharmGKB
APRD01128,NBO,PDB
APRD01128,DAP000735,Therapeutic Targets Database
APRD01128,Nabumetone,Wikipedia
APRD01128,CHEMBL1070,ChEMBL
APRD00314,8989,Drugs Product Database (DPD)
APRD00314,6845,ChEBI
APRD00314,23724781,PubChem Compound
APRD00314,46506260,PubChem Substance
APRD00314,D00715,KEGG Drug
APRD00314,26329507,ChemSpider
APRD00314,PA164784032,PharmGKB
APRD00314,DAP001126,Therapeutic Targets Database
APRD00314,Methylscopolamine,Wikipedia
APRD00757,31827,ChEBI
APRD00757,4099,PubChem Compound
APRD00757,46508167,PubChem Substance
APRD00757,D01382,KEGG Drug
APRD00757,3957,ChemSpider
APRD00757,PA164746525,PharmGKB
APRD00757,DAP000675,Therapeutic Targets Database
APRD00757,Metharbital,Wikipedia
APRD00757,CHEMBL450,ChEMBL
APRD00575,6212,Drugs Product Database (DPD)
APRD00575,75273,ChEBI
APRD00575,23665772,PubChem Compound
APRD00575,46505919,PubChem Substance
APRD00575,D06882,KEGG Drug
APRD00575,8440,ChemSpider
APRD00575,PA164746759,PharmGKB
APRD00575,DAP001276,Therapeutic Targets Database
APRD00575,Sodium_tetradecyl_sulfate,Wikipedia
APRD00575,CHEMBL1200354,ChEMBL
APRD01060,1241,Drugs Product Database (DPD)
APRD01060,76223,ChEBI
APRD01060,3826,PubChem Compound
APRD01060,46507019,PubChem Substance
APRD01060,C07062,KEGG Compound
APRD01060,3694,ChemSpider
APRD01060,85511,BindingDB
APRD01060,PA450150,PharmGKB
APRD01060,DAP000618,Therapeutic Targets Database
APRD01060,Ketorolac,Wikipedia
APRD01060,CHEMBL469,ChEMBL
APRD00269,31304,PubChem Compound
APRD00269,46506796,PubChem Substance
APRD00269,29044,ChemSpider
APRD00269,PA164777007,PharmGKB
APRD00269,DAP000676,Therapeutic Targets Database
APRD00269,4051,IUPHAR
APRD00269,4051,Guide to Pharmacology
APRD00269,Picrotoxin,Wikipedia
APRD00269,CHEMBL1908342,ChEMBL
APRD00947,157175,ChEBI
APRD00947,3229,PubChem Compound
APRD00947,46507505,PubChem Substance
APRD00947,C06979,KEGG Compound
APRD00947,D00310,KEGG Drug
APRD00947,3116,ChemSpider
APRD00947,50296358,BindingDB
APRD00947,PA449462,PharmGKB
APRD00947,DAP001000,Therapeutic Targets Database
APRD00947,Enoxacin,Wikipedia
APRD00947,CHEMBL826,ChEMBL
APRD00563,7234,Drugs Product Database (DPD)
APRD00563,20344,Drugs Product Database (DPD)
APRD00563,10037,Drugs Product Database (DPD)
APRD00563,15854,ChEBI
APRD00563,3034034,PubChem Compound
APRD00563,46507493,PubChem Substance
APRD00563,C06526,KEGG Compound
APRD00563,84989,ChemSpider
APRD00563,50367247,BindingDB
APRD00563,PA451213,PharmGKB
APRD00563,QI9,PDB
APRD00563,DAP000491,Therapeutic Targets Database
APRD00563,2510,IUPHAR
APRD00563,2510,Guide to Pharmacology
APRD00563,Quinine,Wikipedia
APRD00563,CHEMBL170,ChEMBL
APRD00011,1220,Drugs Product Database (DPD)
APRD00011,32192,ChEBI
APRD00011,54677971,PubChem Compound
APRD00011,46507303,PubChem Substance
APRD00011,D01767,KEGG Drug
APRD00011,10442339,ChemSpider
APRD00011,92332,BindingDB
APRD00011,PA131890625,PharmGKB
APRD00011,DAP000736,Therapeutic Targets Database
APRD00011,Tenoxicam,Wikipedia
APRD00011,CHEMBL302795,ChEMBL
APRD00571,13359,Drugs Product Database (DPD)
APRD00571,8285,Drugs Product Database (DPD)
APRD00571,66964,ChEBI
APRD00571,16078,PubChem Compound
APRD00571,46508472,PubChem Substance
APRD00571,C06972,KEGG Compound
APRD00571,D00306,KEGG Drug
APRD00571,15266,ChemSpider
APRD00571,50007391,BindingDB
APRD00571,PA449421,PharmGKB
APRD00571,TCI,PDB
APRD00571,DAP000207,Therapeutic Targets Database
APRD00571,2424,IUPHAR
APRD00571,2424,Guide to Pharmacology
APRD00571,Dronabinol,Wikipedia
APRD00571,CHEMBL465,ChEMBL
APRD00434,11784,Drugs Product Database (DPD)
APRD00434,50730,ChEBI
APRD00434,5281040,PubChem Compound
APRD00434,46505585,PubChem Substance
APRD00434,C07482,KEGG Compound
APRD00434,4444507,ChemSpider
APRD00434,50052024,BindingDB
APRD00434,PA450546,PharmGKB
APRD00434,MTK,PDB
APRD00434,DAP000309,Therapeutic Targets Database
APRD00434,Montelukast,Wikipedia
APRD00434,CHEMBL787,ChEMBL
APRD00530,11130,Drugs Product Database (DPD)
APRD00530,86990,ChEBI
APRD00530,3386,PubChem Compound
APRD00530,46507902,PubChem Substance
APRD00530,D00823,KEGG Drug
APRD00530,3269,ChemSpider
APRD00530,30130,BindingDB
APRD00530,PA449673,PharmGKB
APRD00530,DAP000186,Therapeutic Targets Database
APRD00530,203,IUPHAR
APRD00530,203,Guide to Pharmacology
APRD00530,Fluoxetine,Wikipedia
APRD00530,CHEMBL41,ChEMBL
APRD01014,34791,ChEBI
APRD01014,10770,PubChem Compound
APRD01014,46506241,PubChem Substance
APRD01014,C14172,KEGG Compound
APRD01014,10315,ChemSpider
APRD01014,50017670,BindingDB
APRD01014,PA164746489,PharmGKB
APRD01014,DAP000506,Therapeutic Targets Database
APRD01014,Hexylcaine,Wikipedia
APRD01014,CHEMBL1197,ChEMBL
APRD00058,8219,Drugs Product Database (DPD)
APRD00058,102216,ChEBI
APRD00058,9034,PubChem Compound
APRD00058,46507954,PubChem Substance
APRD00058,C07844,KEGG Compound
APRD00058,D04985,KEGG Drug
APRD00058,8683,ChemSpider
APRD00058,PA164784030,PharmGKB
APRD00058,DAP000677,Therapeutic Targets Database
APRD00058,Methohexital,Wikipedia
APRD00058,CHEMBL7413,ChEMBL
APRD00682,10260,Drugs Product Database (DPD)
APRD00682,3611,ChEBI
APRD00682,2712,PubChem Compound
APRD00682,46505044,PubChem Substance
APRD00682,D00267,KEGG Drug
APRD00682,10248513,ChemSpider
APRD00682,50007664,BindingDB
APRD00682,PA448932,PharmGKB
APRD00682,DAP000084,Therapeutic Targets Database
APRD00682,Chlordiazepoxide,Wikipedia
APRD00682,CHEMBL451,ChEMBL
APRD00060,20171,Drugs Product Database (DPD)
APRD00060,36795,ChEBI
APRD00060,60835,PubChem Compound
APRD00060,46507937,PubChem Substance
APRD00060,D01179,KEGG Drug
APRD00060,54822,ChemSpider
APRD00060,84745,BindingDB
APRD00060,PA10066,PharmGKB
APRD00060,29E,PDB
APRD00060,DAP000494,Therapeutic Targets Database
APRD00060,202,IUPHAR
APRD00060,202,Guide to Pharmacology
APRD00060,Duloxetine,Wikipedia
APRD00060,CHEMBL1175,ChEMBL
APRD00482,8017,Drugs Product Database (DPD)
APRD00482,20237,Drugs Product Database (DPD)
APRD00482,3647,ChEBI
APRD00482,2726,PubChem Compound
APRD00482,46508395,PubChem Substance
APRD00482,C06906,KEGG Compound
APRD00482,D00270,KEGG Drug
APRD00482,2625,ChemSpider
APRD00482,50001888,BindingDB
APRD00482,PA448964,PharmGKB
APRD00482,Z80,PDB
APRD00482,DAP000374,Therapeutic Targets Database
APRD00482,83,IUPHAR
APRD00482,83,Guide to Pharmacology
APRD00482,Chlorpromazine,Wikipedia
APRD00482,CHEMBL71,ChEMBL
APRD01219,94440,ChEBI
APRD01219,5071,PubChem Compound
APRD01219,46505973,PubChem Substance
APRD01219,C07236,KEGG Compound
APRD01219,D08483,KEGG Drug
APRD01219,4893,ChemSpider
APRD01219,50216627,BindingDB
APRD01219,PA164748038,PharmGKB
APRD01219,DAP001087,Therapeutic Targets Database
APRD01219,Rimantadine,Wikipedia
APRD01219,CHEMBL959,ChEMBL
APRD00550,11178,Drugs Product Database (DPD)
APRD00550,2168,Drugs Product Database (DPD)
APRD00550,2637,ChEBI
APRD00550,37768,PubChem Compound
APRD00550,46506386,PubChem Substance
APRD00550,C06820,KEGG Compound
APRD00550,D02543,KEGG Drug
APRD00550,34635,ChemSpider
APRD00550,PA164744372,PharmGKB
APRD00550,AKN,PDB
APRD00550,DAP000400,Therapeutic Targets Database
APRD00550,Amikacin,Wikipedia
APRD00550,CHEMBL177,ChEMBL
APRD01303,20185,Drugs Product Database (DPD)
APRD01303,63791,ChEBI
APRD01303,216326,PubChem Compound
APRD01303,46505725,PubChem Substance
APRD01303,D04687,KEGG Drug
APRD01303,187515,ChemSpider
APRD01303,65454,BindingDB
APRD01303,PA162363968,PharmGKB
APRD01303,DAP001255,Therapeutic Targets Database
APRD01303,Lenalidomide,Wikipedia
APRD01303,CHEMBL848,ChEMBL
APRD00400,11811,Drugs Product Database (DPD)
APRD00400,8772,ChEBI
APRD00400,5035,PubChem Compound
APRD00400,46506514,PubChem Substance
APRD00400,C07228,KEGG Compound
APRD00400,4859,ChemSpider
APRD00400,19441,BindingDB
APRD00400,PA451221,PharmGKB
APRD00400,RAL,PDB
APRD00400,DAP000792,Therapeutic Targets Database
APRD00400,2820,IUPHAR
APRD00400,2820,Guide to Pharmacology
APRD00400,Raloxifene,Wikipedia
APRD00400,CHEMBL81,ChEMBL
APRD00373,11865,Drugs Product Database (DPD)
APRD00373,41423,ChEBI
APRD00373,2662,PubChem Compound
APRD00373,46505596,PubChem Substance
APRD00373,C07589,KEGG Compound
APRD00373,D00567,KEGG Drug
APRD00373,2562,ChemSpider
APRD00373,11639,BindingDB
APRD00373,PA448871,PharmGKB
APRD00373,CEL,PDB
APRD00373,DAP000737,Therapeutic Targets Database
APRD00373,Celecoxib,Wikipedia
APRD00373,CHEMBL118,ChEMBL
APRD00712,6473,Drugs Product Database (DPD)
APRD00712,6172,PubChem Compound
APRD00712,46508651,PubChem Substance
APRD00712,5937,ChemSpider
APRD00712,PA164745088,PharmGKB
APRD00712,DAP001127,Therapeutic Targets Database
APRD00712,CHEMBL1200993,ChEMBL
APRD00034,11710,Drugs Product Database (DPD)
APRD00034,22245,Drugs Product Database (DPD)
APRD00034,3175,ChEBI
APRD00034,2435,PubChem Compound
APRD00034,46507305,PubChem Substance
APRD00034,C07886,KEGG Compound
APRD00034,D07540,KEGG Drug
APRD00034,2341,ChemSpider
APRD00034,34572,BindingDB
APRD00034,PA448665,PharmGKB
APRD00034,DAP000280,Therapeutic Targets Database
APRD00034,520,IUPHAR
APRD00034,520,Guide to Pharmacology
APRD00034,Brimonidine,Wikipedia
APRD00034,CHEMBL844,ChEMBL
APRD00916,4511,ChEBI
APRD00916,18381,PubChem Compound
APRD00916,46508182,PubChem Substance
APRD00916,C06950,KEGG Compound
APRD00916,D02348,KEGG Drug
APRD00916,17358,ChemSpider
APRD00916,50350476,BindingDB
APRD00916,PA164749649,PharmGKB
APRD00916,DAP000435,Therapeutic Targets Database
APRD00916,Dicloxacillin,Wikipedia
APRD00916,CHEMBL893,ChEMBL
APRD01127,2071,Drugs Product Database (DPD)
APRD01127,5284592,PubChem Compound
APRD01127,46505171,PubChem Substance
APRD01127,D05099,KEGG Drug
APRD01127,4447641,ChemSpider
APRD01127,50287941,BindingDB
APRD01127,PA164746998,PharmGKB
APRD01127,DAP000067,Therapeutic Targets Database
APRD01127,Nabilone,Wikipedia
APRD01127,CHEMBL947,ChEMBL
APRD00108,50199,ChEBI
APRD00108,51081,PubChem Compound
APRD00108,46507338,PubChem Substance
APRD00108,D02306,KEGG Drug
APRD00108,46291,ChemSpider
APRD00108,57936,BindingDB
APRD00108,PA164742856,PharmGKB
APRD00108,DAP001001,Therapeutic Targets Database
APRD00108,Pefloxacin,Wikipedia
APRD00108,CHEMBL267648,ChEMBL
APRD00652,1757,Drugs Product Database (DPD)
APRD00652,24564,ChEBI
APRD00652,2123,PubChem Compound
APRD00652,46505760,PubChem Substance
APRD00652,2038,ChemSpider
APRD00652,37631,BindingDB
APRD00652,PA164743136,PharmGKB
APRD00652,DAP000989,Therapeutic Targets Database
APRD00652,Altretamine,Wikipedia
APRD00652,CHEMBL1455,ChEMBL
APRD01230,2048,Drugs Product Database (DPD)
APRD01230,63622,ChEBI
APRD01230,5253,PubChem Compound
APRD01230,46505012,PubChem Substance
APRD01230,C07309,KEGG Compound
APRD01230,5063,ChemSpider
APRD01230,25762,BindingDB
APRD01230,PA451457,PharmGKB
APRD01230,DAP000372,Therapeutic Targets Database
APRD01230,Sotalol,Wikipedia
APRD01230,CHEMBL471,ChEMBL
APRD00222,1890,Drugs Product Database (DPD)
APRD00222,3223,ChEBI
APRD00222,2477,PubChem Compound
APRD00222,46508113,PubChem Substance
APRD00222,C06861,KEGG Compound
APRD00222,2383,ChemSpider
APRD00222,50001859,BindingDB
APRD00222,PA448689,PharmGKB
APRD00222,DAP000031,Therapeutic Targets Database
APRD00222,36,IUPHAR
APRD00222,36,Guide to Pharmacology
APRD00222,Buspirone,Wikipedia
APRD00222,CHEMBL49,ChEMBL
APRD01117,6935,ChEBI
APRD01117,441314,PubChem Compound
APRD01117,46504492,PubChem Substance
APRD01117,C07708,KEGG Compound
APRD01117,D00625,KEGG Drug
APRD01117,390074,ChemSpider
APRD01117,50242271,BindingDB
APRD01117,PA164776726,PharmGKB
APRD01117,MIG,PDB
APRD01117,DAP000712,Therapeutic Targets Database
APRD01117,Miglitol,Wikipedia
APRD01117,CHEMBL1561,ChEMBL
APRD00526,1744,Drugs Product Database (DPD)
APRD00526,5163,ChEBI
APRD00526,55891,PubChem Compound
APRD00526,46506495,PubChem Substance
APRD00526,C07016,KEGG Compound
APRD00526,D00622,KEGG Drug
APRD00526,7875352,ChemSpider
APRD00526,PA449710,PharmGKB
APRD00526,DAP000582,Therapeutic Targets Database
APRD00526,Fosinopril,Wikipedia
APRD00526,CHEMBL3039598,ChEMBL
APRD00854,8349,Drugs Product Database (DPD)
APRD00854,11268,Drugs Product Database (DPD)
APRD00854,204928,ChEBI
APRD00854,5742673,PubChem Compound
APRD00854,46506911,PubChem Substance
APRD00854,C06885,KEGG Compound
APRD00854,4674877,ChemSpider
APRD00854,PA448852,PharmGKB
APRD00854,CE3,PDB
APRD00854,DAP000146,Therapeutic Targets Database
APRD00854,Cefotaxime,Wikipedia
APRD00854,CHEMBL1730,ChEMBL
APRD00416,12126,Drugs Product Database (DPD)
APRD00416,4798,ChEBI
APRD00416,5281081,PubChem Compound
APRD00416,46508734,PubChem Substance
APRD00416,C07943,KEGG Compound
APRD00416,D00781,KEGG Drug
APRD00416,4444537,ChemSpider
APRD00416,50108879,BindingDB
APRD00416,PA164748726,PharmGKB
APRD00416,DAP000608,Therapeutic Targets Database
APRD00416,Entacapone,Wikipedia
APRD00416,CHEMBL953,ChEMBL
APRD00449,1185,Drugs Product Database (DPD)
APRD00449,10110,ChEBI
APRD00449,35370,PubChem Compound
APRD00449,46508240,PubChem Substance
APRD00449,C07210,KEGG Compound
APRD00449,D00413,KEGG Drug
APRD00449,32555,ChemSpider
APRD00449,50002692,BindingDB
APRD00449,PA451954,PharmGKB
APRD00449,AZZ,PDB
APRD00449,DAP000701,Therapeutic Targets Database
APRD00449,Zidovudine,Wikipedia
APRD00449,CHEMBL129,ChEMBL
APRD00903,17051,Drugs Product Database (DPD)
APRD00903,391960,ChEBI
APRD00903,444031,PubChem Compound
APRD00903,46508104,PubChem Substance
APRD00903,D01699,KEGG Drug
APRD00903,392054,ChemSpider
APRD00903,50109647,BindingDB
APRD00903,PA164774901,PharmGKB
APRD00903,DAP001131,Therapeutic Targets Database
APRD00903,Darifenacin,Wikipedia
APRD00903,CHEMBL1346,ChEMBL
APRD00387,6165,Drugs Product Database (DPD)
APRD00387,6167,Drugs Product Database (DPD)
APRD00387,7852,ChEBI
APRD00387,5284603,PubChem Compound
APRD00387,46508908,PubChem Substance
APRD00387,C08018,KEGG Compound
APRD00387,D05312,KEGG Drug
APRD00387,4447649,ChemSpider
APRD00387,50370595,BindingDB
APRD00387,PA450741,PharmGKB
APRD00387,DAP000283,Therapeutic Targets Database
APRD00387,Oxycodone,Wikipedia
APRD00387,CHEMBL656,ChEMBL
APRD00166,8066,ChEBI
APRD00166,4760,PubChem Compound
APRD00166,46505018,PubChem Substance
APRD00166,C07584,KEGG Compound
APRD00166,4596,ChemSpider
APRD00166,50280157,BindingDB
APRD00166,PA164784031,PharmGKB
APRD00166,DAP000769,Therapeutic Targets Database
APRD00166,Phenindione,Wikipedia
APRD00166,CHEMBL711,ChEMBL
APRD00984,1847,Drugs Product Database (DPD)
APRD00984,5132,ChEBI
APRD00984,3397,PubChem Compound
APRD00984,46508874,PubChem Substance
APRD00984,C07653,KEGG Compound
APRD00984,D00586,KEGG Drug
APRD00984,3280,ChemSpider
APRD00984,50131270,BindingDB
APRD00984,PA449685,PharmGKB
APRD00984,HFT,PDB
APRD00984,DAP000301,Therapeutic Targets Database
APRD00984,Flutamide,Wikipedia
APRD00984,CHEMBL806,ChEMBL
APRD01268,11239,Drugs Product Database (DPD)
APRD01268,71941,ChEBI
APRD01268,5509,PubChem Compound
APRD01268,46507060,PubChem Substance
APRD01268,C07149,KEGG Compound
APRD01268,5308,ChemSpider
APRD01268,50295287,BindingDB
APRD01268,PA451721,PharmGKB
APRD01268,TLT,PDB
APRD01268,DAP000777,Therapeutic Targets Database
APRD01268,Tolmetin,Wikipedia
APRD01268,CHEMBL1020,ChEMBL
APRD00568,2165,Drugs Product Database (DPD)
APRD00568,2164,Drugs Product Database (DPD)
APRD00568,3699,ChEBI
APRD00568,2756,PubChem Compound
APRD00568,46505360,PubChem Substance
APRD00568,C06952,KEGG Compound
APRD00568,D00295,KEGG Drug
APRD00568,2654,ChemSpider
APRD00568,22889,BindingDB
APRD00568,PA449001,PharmGKB
APRD00568,DAP000338,Therapeutic Targets Database
APRD00568,1231,IUPHAR
APRD00568,1231,Guide to Pharmacology
APRD00568,Cimetidine,Wikipedia
APRD00568,CHEMBL30,ChEMBL
APRD00538,10146,Drugs Product Database (DPD)
APRD00538,1903,Drugs Product Database (DPD)
APRD00538,5613,ChEBI
APRD00538,3559,PubChem Compound
APRD00538,46508794,PubChem Substance
APRD00538,C01814,KEGG Compound
APRD00538,D00136,KEGG Drug
APRD00538,3438,ChemSpider
APRD00538,21398,BindingDB
APRD00538,PA449841,PharmGKB
APRD00538,DAP000313,Therapeutic Targets Database
APRD00538,86,IUPHAR
APRD00538,86,Guide to Pharmacology
APRD00538,Haloperidol,Wikipedia
APRD00538,CHEMBL54,ChEMBL
APRD00312,4,Drugs Product Database (DPD)
APRD00312,45409,ChEBI
APRD00312,392622,PubChem Compound
APRD00312,46505050,PubChem Substance
APRD00312,C07240,KEGG Compound
APRD00312,D00427,KEGG Drug
APRD00312,347980,ChemSpider
APRD00312,520,BindingDB
APRD00312,PA451260,PharmGKB
APRD00312,RIT,PDB
APRD00312,DAP000169,Therapeutic Targets Database
APRD00312,Ritonavir,Wikipedia
APRD00312,CHEMBL163,ChEMBL
APRD00733,6431,ChEBI
APRD00733,5359371,PubChem Compound
APRD00733,46505682,PubChem Substance
APRD00733,C07069,KEGG Compound
APRD00733,10481920,ChemSpider
APRD00733,50326673,BindingDB
APRD00733,PA164749284,PharmGKB
APRD00733,DAP000348,Therapeutic Targets Database
APRD00733,Levallorphan,Wikipedia
APRD00733,CHEMBL1254682,ChEMBL
